run 40000
Neighbor list info ...
  1 neighbor list requests
  update every 1 steps, delay 10 steps, check yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 14
  ghost atom cutoff = 14
  binsize = 7 -> bins = 9 9 9
Memory usage per processor = 3.8843 Mbytes
Step Time Lx Ly Lz Press Density Pxx Pyy Pzz PotEng Temp PotEng KinEng TotEng 
   38450        38450    599.06086    599.06086    599.06086     1.009834 0.0035693076    1.0015878    1.0002207    1.0276936   -12.182304    299.36093   -12.182304    4749.9155    4737.7332 
   38455        38455    599.80445    599.80445    599.80445    1.0031989 0.0035560492   0.99502044   0.99373654    1.0208397   -12.201811    298.53669   -12.201811    4736.8374    4724.6356 
   38460        38460    601.48704    601.48704    601.48704   0.98873431 0.0035262898   0.98071454   0.97957233    1.0059161   -12.211007    296.78887   -12.211007     4709.105     4696.894 
   38465        38465    602.23156    602.23156    602.23156   0.98227454 0.0035132277   0.97433224   0.97326318    0.9992282   -12.230956    295.98008   -12.230956    4696.2721    4684.0412 
   38470        38470     600.2231     600.2231     600.2231   0.99885864 0.0035486136   0.99075528    0.9895763    1.0162444   -12.274019    297.89372   -12.274019    4726.6355    4714.3615 
   38475        38475     596.6192     596.6192     596.6192    1.0297097 0.0036133093    1.0212974    1.0198772    1.0479544   -12.319762    301.43511   -12.319762    4782.8262    4770.5064 
   38480        38480    596.34779    596.34779    596.34779    1.0318461 0.0036182451    1.0234408     1.022018    1.0500793   -12.348556    301.63932   -12.348556    4786.0664    4773.7179 
   38485        38485    600.84946    600.84946    600.84946   0.99283671 0.0035375272   0.98487504   0.98379096    1.0098441   -12.356752    297.06496   -12.356752    4713.4858     4701.129 
   38490        38490    603.75881    603.75881    603.75881   0.96852284 0.0034866342   0.96084356   0.95995088   0.98477409   -12.346464    294.14189   -12.346464    4667.1058    4654.7593 
   38495        38495    602.14547    602.14547    602.14547   0.98157551 0.0035147347   0.97380074   0.97281885   0.99810695   -12.393734    295.66039   -12.393734    4691.1997    4678.8059 
   38500        38500    599.61289    599.61289    599.61289    1.0026578 0.0035594586   0.99471574   0.99356812    1.0196895   -12.437865    298.10842   -12.437865    4730.0421    4717.6043 
   38505        38505    598.68622    598.68622    598.68622    1.0104024 0.0035760125    1.0024334    1.0012158    1.0275581   -12.463614    298.97924   -12.463614    4743.8593    4731.3956 
   38510        38510    599.30895    599.30895    599.30895    1.0048992  0.003564877   0.99703981   0.99585521    1.0218027   -12.475713    298.30673   -12.475713    4733.1888    4720.7131 
   38515        38515    600.59695    600.59695    600.59695   0.99382296 0.0035419911   0.98612526   0.98501523    1.0103284   -12.478597    296.97938   -12.478597    4712.1278    4699.6492 
   38520        38520    601.16854    601.16854    601.16854   0.98888476 0.0035318976   0.98129028   0.98019954    1.0051645   -12.483037    296.36948   -12.483037    4702.4507    4689.9676 
   38525        38525    600.19663    600.19663    600.19663   0.99693736 0.0035490832   0.98932941   0.98814864     1.013334   -12.497968    297.28908   -12.497968    4717.0418    4704.5438 
   38530        38530    598.42273    598.42273    598.42273     1.011967 0.0035807382    1.0042871    1.0029488    1.0286651   -12.510561    299.01629   -12.510561    4744.4472    4731.9367 
   38535        38535    597.85462    597.85462    597.85462    1.0167759 0.0035909558    1.0091212    1.0077062    1.0335001   -12.511816    299.54796   -12.511816    4752.8832    4740.3714 
   38540        38540    599.89564    599.89564    599.89564   0.99918917 0.0035544278   0.99175641    0.9904572    1.0153539   -12.498466    297.47687   -12.498466    4720.0215     4707.523 
   38545        38545    602.94563    602.94563    602.94563   0.97365863 0.0035007603   0.96650362   0.96538303   0.98908926   -12.466682    294.44217   -12.466682    4671.8703    4659.4036 
   38550        38550    602.83239    602.83239    602.83239   0.97453558 0.0035027335   0.96743088   0.96627135   0.98990452   -12.461698    294.52716   -12.461698    4673.2188    4660.7571 
   38555        38555    598.85029    598.85029    598.85029    1.0079437 0.0035730743    1.0006285   0.99914235    1.0240603   -12.480825     298.4382   -12.480825    4735.2748     4722.794 
   38560        38560    596.26512    596.26512    596.26512     1.030405 0.0036197502    1.0229763    1.0212352    1.0470035    -12.46059    301.01435    -12.46059    4776.1501    4763.6895 
   38565        38565    597.90398    597.90398    597.90398    1.0160616 0.0035900665     1.008802    1.0071707    1.0322121   -12.455112     299.3478   -12.455112    4749.7073    4737.2522 
   38570        38570    601.50618    601.50618    601.50618   0.98542369 0.0035259532   0.97844384   0.97707776    1.0007495   -12.434043    295.75569   -12.434043    4692.7118    4680.2777 
   38575        38575    602.71881    602.71881    602.71881   0.97537056  0.003504714    0.9685043   0.96721091   0.99039648   -12.416101    294.55502   -12.416101    4673.6609    4661.2448 
   38580        38580    600.52117    600.52117    600.52117   0.99370116 0.0035433322   0.98673269   0.98526212    1.0091087   -12.415524    296.71011   -12.415524    4707.8554    4695.4399 
   38585        38585    597.61038    597.61038    597.61038    1.0186568 0.0035953604    1.0115335    1.0098154    1.0346216   -12.398845    299.60698   -12.398845    4753.8196    4741.4208 
   38590        38590    597.41974    597.41974    597.41974     1.020356 0.0035988034    1.0132394    1.0115077    1.0363208   -12.384219    299.79813   -12.384219    4756.8525    4744.4683 
   38595        38595    599.97016    599.97016    599.97016    0.9984695 0.0035531037   0.99151975   0.99001312    1.0138756   -12.379785    297.25495   -12.379785    4716.5003    4704.1205 
   38600        38600    602.24369    602.24369    602.24369     0.979462 0.0035130153   0.97264642   0.97133294   0.99440664   -12.364742    295.01876   -12.364742     4681.019    4668.6542 
   38605        38605    601.63208    601.63208    601.63208   0.98461003 0.0035237401   0.97774605   0.97641147   0.99967257   -12.357727    295.62936   -12.357727    4690.7072    4678.3495 
   38610        38610    598.88306    598.88306    598.88306    1.0079543 0.0035724877    1.0008969   0.99938237    1.0235836   -12.341278    298.36584   -12.341278    4734.1266    4721.7853 
   38615        38615    597.18748    597.18748    597.18748    1.0227443  0.003603004    1.0155453     1.013928    1.0387595   -12.312016    300.08088   -12.312016    4761.3389    4749.0268 
   38620        38620    598.61455    598.61455    598.61455    1.0104608 0.0035772972    1.0033145    1.0018576    1.0262104   -12.311148    298.66987   -12.311148    4738.9505    4726.6394 
   38625        38625    602.12341    602.12341    602.12341   0.98089861  0.003515121   0.97393649    0.9727803   0.99597904   -12.306808    295.21851   -12.306808    4684.1884    4671.8816 
   38630        38630    603.46383    603.46383    603.46383   0.96997702 0.0034917495    0.9630519   0.96202796    0.9848512   -12.282528      293.934   -12.282528    4663.8073    4651.5248 
   38635        38635    600.35697    600.35697    600.35697    0.9959839 0.0035462402   0.98879413   0.98759516    1.0115624   -12.263559    297.01764   -12.263559     4712.735    4700.4714 
   38640        38640    596.30046    596.30046    596.30046    1.0312449 0.0036191067    1.0236963    1.0222247    1.0478137   -12.186492    301.10997   -12.186492    4777.6674    4765.4809 
   38645        38645    596.77817    596.77817    596.77817    1.0272219 0.0036104226    1.0196371    1.0182405    1.0437881    -12.15722    300.66357    -12.15722    4770.5843    4758.4271 
   38650        38650     599.8925     599.8925     599.8925    1.0004638 0.0035544837   0.99304756   0.99191341    1.0164305    -12.15847    297.58393    -12.15847    4721.7202    4709.5617 
   38655        38655     601.4212     601.4212     601.4212   0.98775749  0.003527448   0.98039107   0.97938259    1.0034988    -12.12214     296.1099    -12.12214     4698.332    4686.2098 
   38660        38660    600.94263    600.94263    600.94263   0.99200076 0.0035358821   0.98453428   0.98350491    1.0079631   -12.065045     296.6233   -12.065045    4706.4779    4694.4129 
   38665        38665    599.68295    599.68295    599.68295    1.0029352 0.0035582112   0.99530328   0.99419173    1.0193105   -11.987275    297.91631   -11.987275     4726.994    4715.0067 
   38670        38670    598.96912    598.96912    598.96912    1.0093328  0.003570948    1.0015792    1.0004125    1.0260066   -11.897949    298.67448   -11.897949    4739.0237    4727.1258 
   38675        38675    599.57129    599.57129    599.57129    1.0044572 0.0035601995   0.99669688   0.99556164    1.0211132   -11.820546    298.12348   -11.820546    4730.2811    4718.4606 
   38680        38680    601.38759    601.38759    601.38759   0.98936288 0.0035280395   0.98170554   0.98067983    1.0057033    -11.75484    296.37568    -11.75484    4702.5491    4690.7942 
   38685        38685    603.94942    603.94942    603.94942   0.96845023 0.0034833341   0.96096455   0.96008459   0.98430154   -11.682001    293.92076   -11.682001    4663.5972    4651.9152 
   38690        38690    604.40512    604.40512    604.40512   0.96508011  0.003475461   0.95759203    0.9567222   0.98092609   -11.579096    293.53919   -11.579096    4657.5428    4645.9637 
   38695        38695    599.72555    599.72555    599.72555    1.0045753  0.003557453   0.99663976   0.99543293    1.0216531   -11.369981    298.20803   -11.369981    4731.6226    4720.2526 
   38700        38700    596.73476    596.73476    596.73476    1.0310628 0.0036112105    1.0228097    1.0213496     1.049029   -11.127006    301.27667   -11.127006    4780.3124    4769.1854 
   38705        38705    598.25537    598.25537    598.25537    1.0181363 0.0035837443     1.009997    1.0086623    1.0357496    -11.03986    299.81676    -11.03986    4757.1482    4746.1083 
   38710        38710    601.33358    601.33358    601.33358   0.99214314 0.0035289902   0.98426502    0.9831821    1.0089823   -11.006505    296.82503   -11.006505    4709.6788    4698.6723 
   38715        38715    602.42053    602.42053    602.42053   0.98342015 0.0035099226   0.97562156   0.97464379    0.9999951   -10.916223    295.82956   -10.916223    4693.8838    4682.9676 
   38720        38720    601.24805    601.24805    601.24805   0.99368095 0.0035304964   0.98576203    0.9847443    1.0105365   -10.764211    297.06563   -10.764211    4713.4964    4702.7322 
   38725        38725    599.57163    599.57163    599.57163    1.0083995 0.0035601935     1.000312   0.99924173    1.0256449   -10.597989    298.81559   -10.597989    4741.2626    4730.6647 
   38730        38730    599.22585    599.22585    599.22585    1.0117652 0.0035663601    1.0036398     1.002642    1.0290138   -10.505001     299.2501   -10.505001    4748.1571    4737.6521 
   38735        38735    600.53798    600.53798    600.53798    1.0008268 0.0035430345   0.99283031    0.9920454    1.0176048   -10.513641    298.03598   -10.513641    4728.8927    4718.3791 
   38740        38740    602.46178    602.46178    602.46178   0.98487039 0.0035092016   0.97705883   0.97653539     1.001017   -10.573698    296.23178   -10.573698    4700.2658    4689.6921 
   38745        38745     603.1135     603.1135     603.1135   0.97971509 0.0034978379   0.97197838   0.97163221   0.99553467   -10.609394    295.69475   -10.609394    4691.7448    4681.1354 
   38750        38750    600.22189    600.22189    600.22189    1.0043725  0.003548635   0.99639791    0.9960251    1.0206945   -10.551936    298.66243   -10.551936    4738.8325    4728.2806 
   38755        38755    596.31675    596.31675    596.31675    1.0387563 0.0036188101    1.0304443    1.0299883    1.0558362    -10.47037    302.70494    -10.47037    4802.9744     4792.504 
   38760        38760    597.40541    597.40541    597.40541     1.029241 0.0035990623     1.021077    1.0208816    1.0457643   -10.650317    301.71931   -10.650317    4787.3356    4776.6853 
   38765        38765    602.09539    602.09539    602.09539    0.9889918 0.0035156118   0.98129615   0.98153256    1.0041467   -10.954171    297.15078   -10.954171    4714.8475    4703.8933 
   38770        38770    603.63096    603.63096    603.63096   0.97633393   0.00348885   0.96881541   0.96926174   0.99092463   -11.132338    295.75803   -11.132338    4692.7488    4681.6165 
   38775        38775    601.98084    601.98084    601.98084   0.99018637 0.0035176192   0.98258683   0.98308166    1.0048906   -11.269543    297.50599   -11.269543    4720.4834    4709.2139 
   38780        38780    599.87509    599.87509    599.87509     1.008164 0.0035547932    1.0004511    1.0009636    1.0230775   -11.414241    299.72794   -11.414241    4755.7389    4744.3246 
   38785        38785    599.28129    599.28129    599.28129    1.0133725 0.0035653705    1.0056791    1.0062638    1.0281747   -11.593025    300.45318   -11.593025     4767.246     4755.653 
   38790        38790     600.5645     600.5645     600.5645    1.0024857 0.0035425653   0.99496448   0.99568746    1.0168051   -11.786088     299.3003   -11.786088    4748.9535    4737.1674 
   38795        38795    602.38968    602.38968    602.38968   0.98723806 0.0035104618   0.97992376   0.98078061    1.0010098   -11.953707    297.61838   -11.953707    4722.2668    4710.3131 
   38800        38800    602.63518    602.63518    602.63518   0.98533799 0.0035061734   0.97810904   0.97901584   0.99888909   -12.106425    297.50729   -12.106425    4720.5042    4708.3977 
   38805        38805     600.6994     600.6994     600.6994    1.0017454 0.0035401791    0.9944482   0.99530591    1.0154822   -12.275549    299.56315   -12.275549    4753.1242    4740.8486 
   38810        38810    598.58717    598.58717    598.58717    1.0200076  0.003577788    1.0126345     1.013418    1.0339702   -12.452434    301.81803   -12.452434     4788.902    4776.4495 
   38815        38815    599.00395    599.00395    599.00395    1.0165768  0.003570325    1.0093091    1.0101162    1.0303052   -12.586546    301.53231   -12.586546    4784.3686     4771.782 
   38820        38820    602.34959    602.34959    602.34959   0.98843439 0.0035111628   0.98146273   0.98239702    1.0014434   -12.628828    298.32155   -12.628828    4733.4238     4720.795 
   38825        38825    604.82796    604.82796    604.82796    0.9683013 0.0034681769   0.96155073   0.96255787   0.98079531   -12.646346    296.01113   -12.646346    4696.7647    4684.1184 
   38830        38830    602.78696    602.78696    602.78696   0.98526195 0.0035035255   0.97845144   0.97936741   0.99796699   -12.805427    298.15421   -12.805427    4730.7687    4717.9633 
   38835        38835    596.98238    596.98238    596.98238    1.0350281 0.0036067189    1.0279318    1.0285779    1.0485745   -13.090507    304.12131   -13.090507    4825.4478    4812.3573 
   38840        38840    595.96094    595.96094    595.96094    1.0442971 0.0036252958    1.0372173    1.0377807    1.0578935   -13.217596    305.30108   -13.217596     4844.167    4830.9494 
   38845        38845    599.65476    599.65476    599.65476    1.0123526 0.0035587131    1.0055658    1.0062715    1.0252206   -13.169939    301.67847   -13.169939    4786.6876    4773.5177 
   38850        38850    602.25405    602.25405    602.25405   0.99069102 0.0035128341   0.98411112   0.98489704    1.0030649   -13.122809    299.20312   -13.122809    4747.4116    4734.2888 
   38855        38855    602.55515    602.55515    602.55515   0.98845167 0.0035075706    0.9819498    0.9827167    1.0006885   -13.164744    299.02794   -13.164744    4744.6321    4731.4673 
   38860        38860    601.36601    601.36601    601.36601   0.99863944 0.0035284194   0.99213811   0.99282578    1.0109544   -13.275357    300.33728   -13.275357    4765.4072    4752.1318 
   38865        38865    600.08571    600.08571    600.08571    1.0097276 0.0035510514    1.0032256    1.0038235    1.0221336   -13.392748    301.74602   -13.392748    4787.7595    4774.3667 
   38870        38870    600.09958    600.09958    600.09958    1.0098891 0.0035508053    1.0034483    1.0040173    1.0222016   -13.438956    301.85566   -13.438956    4789.4991    4776.0601 
   38875        38875    601.97973    601.97973    601.97973   0.99434706 0.0035176386   0.98805078   0.98867329    1.0063171   -13.374927    300.09326   -13.374927    4761.5353    4748.1604 
   38880        38880    604.92893    604.92893    604.92893   0.97042475 0.0034664405   0.96431153   0.96502433   0.98193838   -13.232736    297.29289   -13.232736    4717.1023    4703.8695 
   38885        38885    605.21598    605.21598    605.21598   0.96841229 0.0034615106   0.96235532   0.96305949   0.97982205   -13.241405    297.13282   -13.241405    4714.5625     4701.321 
   38890        38890    600.29134    600.29134    600.29134    1.0094556 0.0035474035    1.0032407    1.0037096    1.0214164   -13.580024    302.15615   -13.580024    4794.2668    4780.6868 
   38895        38895    597.27031    597.27031    597.27031    1.0358041 0.0036015052    1.0295163    1.0298041    1.0480919   -13.793435    305.34762   -13.793435    4844.9055     4831.112 
   38900        38900    599.33022    599.33022    599.33022     1.018277 0.0035644973    1.0121194    1.0124897    1.0302219   -13.697746    303.37143   -13.697746    4813.5495    4799.8517 
   38905        38905    603.18118    603.18118    603.18118   0.98623431 0.0034966605   0.98026958   0.98079129   0.99764205   -13.467167    299.62317   -13.467167    4754.0764    4740.6092 
   38910        38910    604.20593    604.20593    604.20593   0.97814459 0.0034788993   0.97225566   0.97279882   0.98937927    -13.41466    298.72092    -13.41466    4739.7605    4726.3459 
   38915        38915    602.27487    602.27487    602.27487   0.99435503 0.0035124698   0.98843006   0.98886984    1.0057652   -13.562668    300.75547   -13.562668    4772.0425    4758.4799 
   38920        38920    599.97512    599.97512    599.97512    1.0140222 0.0035530155    1.0080483    1.0083584      1.02566    -13.73643    303.18164    -13.73643    4810.5382    4796.8018 
   38925        38925    599.82558    599.82558    599.82558    1.0156136 0.0035556735    1.0096667    1.0099475    1.0272267   -13.759367    303.44499   -13.759367    4814.7167    4800.9574 
   38930        38930    601.77666    601.77666    601.77666   0.99944854 0.0035212008   0.99359804   0.99395071    1.0107969   -13.633567     301.5875   -13.633567    4785.2442    4771.6106 
   38935        38935    603.67945    603.67945    603.67945   0.98399887 0.0034880094   0.97823552   0.97865623   0.99510486   -13.504832    299.79362   -13.504832    4756.7809    4743.2761 
   38940        38940    603.42643    603.42643    603.42643   0.98638735 0.0034923989   0.98063622   0.98102798   0.99749785   -13.525809    300.14997   -13.525809    4762.4351    4748.9093 
   38945        38945    600.70531    600.70531    600.70531    1.0093954 0.0035400745    1.0035759    1.0038183     1.020792     -13.7275     302.9814     -13.7275    4807.3611    4793.6336 
   38950        38950    598.14059    598.14059    598.14059    1.0316912 0.0035858078    1.0258085    1.0258945    1.0433706   -13.912968    305.68852   -13.912968    4850.3145    4836.4015 
   38955        38955    599.62069    599.62069    599.62069    1.0192336 0.0035593196    1.0134136    1.0135574    1.0307298      -13.806    304.27662      -13.806     4827.912     4814.106 
   38960        38960    604.84301    604.84301    604.84301   0.97600725 0.0034679181   0.97036425   0.97073493   0.98692258   -13.417321    299.13315   -13.417321    4746.3013     4732.884 
   38965        38965    606.13823    606.13823    606.13823   0.96585109 0.0034457344   0.96025762   0.96066293   0.97663273   -13.315149    297.94531   -13.315149    4727.4541    4714.1389 
   38970        38970     603.1928     603.1928     603.1928   0.99009957 0.0034964585   0.98441803   0.98467756    1.0012031   -13.527845    300.95528   -13.527845    4775.2129    4761.6851 
   38975        38975    600.78077    600.78077    600.78077    1.0105681 0.0035387408    1.0048144    1.0049372    1.0219527   -13.695417    303.46945   -13.695417    4815.1048    4801.4094 
   38980        38980    600.71238    600.71238    600.71238    1.0114504 0.0035399497    1.0056964    1.0057938     1.022861    -13.68815    303.62685    -13.68815    4817.6023    4803.9142 
   38985        38985    602.06036    602.06036    602.06036    1.0003989 0.0035162255   0.99468655    0.9948308    1.0116793   -13.577431    302.35211   -13.577431    4797.3761    4783.7987 
   38990        38990    603.38527    603.38527    603.38527    0.9896831 0.0034931137   0.98401159   0.98419768      1.00084   -13.464267    301.10593   -13.464267    4777.6032     4764.139 
   38995        38995    603.34543    603.34543    603.34543   0.99029715 0.0034938057   0.98462014   0.98478326     1.001488   -13.447745    301.22473   -13.447745    4779.4882    4766.0404 
   39000        39000    601.82881    601.82881    601.82881    1.0032023 0.0035202856    0.9974673   0.99753704    1.0146026   -13.538085    302.82291   -13.538085    4804.8463    4791.3082 
   39005        39005    600.43167    600.43167    600.43167    1.0152894 0.0035449169    1.0094984    1.0094747     1.026895   -13.616538    304.30876   -13.616538     4828.422    4814.8054 
   39010        39010    601.02359    601.02359    601.02359    1.0105406 0.0035344535    1.0047578    1.0047447    1.0221192   -13.549273    303.77892   -13.549273    4820.0152    4806.4659 
   39015        39015    603.67648    603.67648    603.67648   0.98865074 0.0034880609   0.98294457   0.98304705   0.99996062   -13.333735    301.17881   -13.333735    4778.7595    4765.4258 
   39020        39020     605.4812     605.4812     605.4812   0.97416892 0.0034569638   0.96850844   0.96868311   0.98531522   -13.178937    299.44848   -13.178937    4751.3046    4738.1257 
   39025        39025    603.67216    603.67216    603.67216   0.98920398 0.0034881359   0.98346369   0.98353502    1.0006132   -13.279999    301.30978   -13.279999    4780.8376    4767.5576 
   39030        39030    599.68876    599.68876    599.68876    1.0229973 0.0035581077    1.0170932    1.0169341    1.0349645   -13.524085    305.38906   -13.524085    4845.5629    4832.0388 
   39035        39035    598.86674    598.86674    598.86674    1.0303509 0.0035727797    1.0243885    1.0241697    1.0424946   -13.542264    306.28413   -13.542264    4859.7649    4846.2227 
   39040        39040    602.07942    602.07942    602.07942    1.0031888 0.0035158916   0.99732181   0.99727099    1.0149736     -13.2926    303.07171     -13.2926    4808.7939    4795.5013 
   39045        39045    604.59337    604.59337    604.59337   0.98257963 0.0034722157   0.97678251   0.97685274   0.99410363   -13.090034    300.60019   -13.090034    4769.5787    4756.4887 
   39050        39050    604.04838    604.04838    604.04838   0.98726884 0.0034816223   0.98142175   0.98145683   0.99892794   -13.088706    301.18619   -13.088706    4778.8767     4765.788 
   39055        39055    602.45884    602.45884    602.45884    1.0006792 0.0035092531    0.9947339   0.99468402    1.0126198   -13.152435    302.81975   -13.152435    4804.7961    4791.6437 
   39060        39060    601.53918    601.53918    601.53918    1.0086337 0.0035253729    1.0026128    1.0025097    1.0207785   -13.162834    303.78499   -13.162834    4820.1115    4806.9486 
   39065        39065    601.91772    601.91772    601.91772    1.0056515 0.0035187259   0.99960467   0.99952739    1.0178225   -13.091564    303.43674   -13.091564    4814.5858    4801.4942 
   39070        39070    603.11872    603.11872    603.11872   0.99579508 0.0034977471    0.9897581   0.98974981    1.0078773   -12.973191    302.25878   -12.973191    4795.8953    4782.9221 
   39075        39075    603.99343    603.99343    603.99343   0.98873722 0.0034825726   0.98269512   0.98273823    1.0007783   -12.873764    301.41051   -12.873764    4782.4359    4769.5621 
   39080        39080    603.34999    603.34999    603.34999   0.99425765 0.0034937264   0.98813281   0.98815964    1.0064805   -12.856273    302.07873   -12.856273    4793.0385    4780.1822 
   39085        39085    600.60651    600.60651    600.60651    1.0175834  0.003541822    1.0112628    1.0111644    1.0303231   -12.941321    304.86726   -12.941321    4837.2837    4824.3424 
   39090        39090    598.73676    598.73676    598.73676    1.0339264  0.003575107    1.0274355    1.0272622    1.0470814    -12.96294     306.7903    -12.96294    4867.7962    4854.8333 
   39095        39095    601.46344    601.46344    601.46344     1.010633 0.0035267049    1.0042218    1.0042243    1.0234531   -12.763041    304.02188   -12.763041    4823.8701    4811.1071 
   39100        39100    605.74828    605.74828    605.74828   0.97519832 0.0034523931   0.96895453   0.96919201    0.9874484   -12.488861    299.73815   -12.488861    4755.9009     4743.412 
   39105        39105     605.9207     605.9207     605.9207   0.97394204 0.0034494468   0.96763623   0.96791791   0.98627198   -12.412486    299.57057   -12.412486    4753.2419    4740.8295 
   39110        39110    602.73929    602.73929    602.73929    1.0003449 0.0035043568   0.99376369   0.99395764    1.0133133   -12.478929    302.74478   -12.478929    4803.6066    4791.1277 
   39115        39115    600.41134    600.41134    600.41134    1.0202782  0.003545277    1.0134469    1.0135928    1.0337948      -12.483    305.09627      -12.483    4840.9173    4828.4343 
   39120        39120    601.12836    601.12836    601.12836    1.0142933 0.0035326057    1.0074057    1.0076481    1.0278259    -12.35853    304.36117    -12.35853    4829.2536     4816.895 
   39125        39125    603.61747    603.61747    603.61747   0.99344529 0.0034890839   0.98662698   0.98703691     1.006672   -12.174896    301.84309   -12.174896    4789.2996    4777.1247 
   39130        39130     604.8603     604.8603     604.8603   0.98329027 0.0034676207   0.97645276   0.97697873   0.99643931   -12.035588    300.58891   -12.035588    4769.3997    4757.3641 
   39135        39135     603.9189     603.9189     603.9189   0.99120382 0.0034838621   0.98418197   0.98475201    1.0046775   -11.964472    301.51094   -11.964472    4784.0294    4772.0649 
   39140        39140    602.67727    602.67727    602.67727    1.0017284 0.0035054387   0.99448333   0.99509781     1.015604   -11.886167     302.7364   -11.886167    4803.4737    4791.5875 
   39145        39145    602.23163    602.23163    602.23163    1.0056283 0.0035132264   0.99821521   0.99890484     1.019765   -11.775884    303.16263   -11.775884    4810.2365    4798.4607 
   39150        39150    602.61535    602.61535    602.61535    1.0025113 0.0035065194   0.99499746   0.99579175    1.0167446   -11.647733    302.75058   -11.647733    4803.6987    4792.0509 
   39155        39155    603.31741    603.31741    603.31741   0.99672299 0.0034942924      0.98914   0.99004505    1.0109839   -11.513061    302.01699   -11.513061    4792.0589    4780.5458 
   39160        39160    603.64383    603.64383    603.64383   0.99409649 0.0034886268   0.98641229   0.98741608    1.0084611   -11.386135    301.65873   -11.386135    4786.3744    4774.9883 
   39165        39165     603.0913     603.0913     603.0913    0.9988287 0.0034982241   0.99095686   0.99204505    1.0134842   -11.266723    302.17803   -11.266723    4794.6141    4783.3474 
   39170        39170    601.54119    601.54119    601.54119    1.0120707 0.0035253377    1.0039007    1.0050585    1.0272529   -11.143946    303.70085   -11.143946    4818.7764    4807.6324 
   39175        39175    600.51238    600.51238    600.51238    1.0209997 0.0035434877    1.0125817    1.0138167    1.0366008   -11.010474    304.70095   -11.010474    4834.6448    4823.6343 
   39180        39180    602.40184    602.40184    602.40184    1.0048594 0.0035102492   0.99654365   0.99787352    1.0201611   -10.893435    302.74581   -10.893435    4803.6229    4792.7295 
   39185        39185    605.65048    605.65048    605.65048   0.97776868  0.003454066   0.96972228   0.97113295   0.99245082   -10.788317    299.45812   -10.788317    4751.4577    4740.6694 
   39190        39190    605.96707    605.96707    605.96707   0.97517779 0.0034486551   0.96708403   0.96854701   0.98990234   -10.691395    299.09857   -10.691395    4745.7526    4735.0612 
   39195        39195    602.58431    602.58431    602.58431    1.0033517 0.0035070614   0.99478894    0.9962814    1.0189847   -10.577722    302.42072   -10.577722    4798.4648     4787.887 
   39200        39200    599.78507    599.78507    599.78507    1.0274212  0.003556394    1.0184444    1.0199515    1.0438678   -10.446869    305.20161   -10.446869    4842.5888    4832.1419 
   39205        39205    600.87012    600.87012    600.87012    1.0179332 0.0035371623    1.0090615    1.0105675    1.0341706   -10.392398    304.04615   -10.392398    4824.2552    4813.8628 
   39210        39210    603.61493    603.61493    603.61493   0.99445864 0.0034891281   0.98592546   0.98740717    1.0100433   -10.381738     301.2298   -10.381738    4779.5686    4769.1869 
   39215        39215    604.43773    604.43773    604.43773   0.98744945 0.0034748984   0.97902697   0.98046737     1.002854    -10.35638    300.35278    -10.35638    4765.6532    4755.2968 
   39220        39220    603.58734    603.58734    603.58734   0.99439958 0.0034896064   0.98590757   0.98728268    1.0100085   -10.322613    301.14291   -10.322613      4778.19    4767.8674 
   39225        39225    602.47411    602.47411    602.47411    1.0036104 0.0035089863   0.99503851   0.99632195    1.0194708    -10.30236    302.19958    -10.30236    4794.9559    4784.6536 
   39230        39230     602.0824     602.0824     602.0824    1.0067234 0.0035158395   0.99818588   0.99935127    1.0226332   -10.307071      302.534   -10.307071    4800.2622    4789.9552 
   39235        39235    602.66974    602.66974    602.66974    1.0014799 0.0035055701   0.99311431   0.99415177    1.0171738   -10.346361    301.88375   -10.346361    4789.9448    4779.5984 
   39240        39240    603.76684    603.76684    603.76684   0.99196745  0.003486495   0.98384474   0.98474882    1.0073088   -10.401629    300.72569   -10.401629    4771.5699    4761.1683 
   39245        39245    604.58685    604.58685    604.58685   0.98484022 0.0034723279   0.97693654   0.97769626   0.99988786   -10.464057    299.84873   -10.464057    4757.6553    4747.1913 
   39250        39250    603.47847    603.47847    603.47847   0.99376618 0.0034914955   0.98589086   0.98645924    1.0089484   -10.520431    300.89043   -10.520431    4774.1839    4763.6634 
   39255        39255    600.54055    600.54055    600.54055    1.0184279 0.0035429891    1.0104099    1.0107168     1.034157   -10.564941    303.78043   -10.564941     4820.039    4809.4741 
   39260        39260    599.67132    599.67132    599.67132    1.0255839 0.0035584182    1.0176614    1.0177293    1.0413609   -10.647078     304.5966   -10.647078    4832.9892    4822.3421 
   39265        39265    602.59046    602.59046    602.59046    1.0001257  0.003506954   0.99266703   0.99263254    1.0150776   -10.781465    301.58266   -10.781465    4785.1674    4774.3859 
   39270        39270    606.01734    606.01734    606.01734   0.97130743 0.0034477969   0.96431164   0.96421393   0.98539673   -10.873998     298.1103   -10.873998     4730.072     4719.198 
   39275        39275    605.35058    605.35058    605.35058   0.97635218 0.0034592021   0.96946615   0.96917028    0.9904201   -10.976427    298.69873   -10.976427    4739.4085    4728.4321 
   39280        39280    601.60579    601.60579    601.60579    1.0071999 0.0035242021     1.000196   0.99954881     1.021855     -11.1033    302.36208     -11.1033    4797.5343     4786.431 
